data数 : 104625
正解数 : 58697
('(ファッション)', '(交通)')のデータ数 : 225
('(ファッション)', '(人)')のデータ数 : 225
('(ファッション)', '(人名)')のデータ数 : 225
('(ファッション)', '(企業名)')のデータ数 : 225
('(ファッション)', '(動植物)')のデータ数 : 225
('(ファッション)', '(化学)')のデータ数 : 225
('(ファッション)', '(医療)')のデータ数 : 225
('(ファッション)', '(単位)')のデータ数 : 225
('(ファッション)', '(商品)')のデータ数 : 225
('(ファッション)', '(国名)')のデータ数 : 225
('(ファッション)', '(地名)')のデータ数 : 225
('(ファッション)', '(地形)')のデータ数 : 225
('(ファッション)', '(娯楽)')のデータ数 : 225
('(ファッション)', '(店)')のデータ数 : 225
('(ファッション)', '(店名)')のデータ数 : 225
('(ファッション)', '(建築)')のデータ数 : 225
('(ファッション)', '(政治)')のデータ数 : 225
('(ファッション)', '(教育)')のデータ数 : 225
('(ファッション)', '(料理)')のデータ数 : 225
('(ファッション)', '(時間)')のデータ数 : 225
('(ファッション)', '(法律)')のデータ数 : 225
('(ファッション)', '(組織名)')のデータ数 : 225
('(ファッション)', '(美容)')のデータ数 : 225
('(ファッション)', '(色)')のデータ数 : 225
('(ファッション)', '(観光)')のデータ数 : 225
('(ファッション)', '(音楽)')のデータ数 : 225
('(交通)', '(人)')のデータ数 : 225
('(交通)', '(人名)')のデータ数 : 225
('(交通)', '(企業名)')のデータ数 : 225
('(交通)', '(動植物)')のデータ数 : 225
('(交通)', '(化学)')のデータ数 : 225
('(交通)', '(医療)')のデータ数 : 225
('(交通)', '(単位)')のデータ数 : 225
('(交通)', '(商品)')のデータ数 : 225
('(交通)', '(国名)')のデータ数 : 225
('(交通)', '(地名)')のデータ数 : 225
('(交通)', '(地形)')のデータ数 : 225
('(交通)', '(娯楽)')のデータ数 : 225
('(交通)', '(店)')のデータ数 : 225
('(交通)', '(店名)')のデータ数 : 225
('(交通)', '(建築)')のデータ数 : 225
('(交通)', '(政治)')のデータ数 : 225
('(交通)', '(教育)')のデータ数 : 225
('(交通)', '(料理)')のデータ数 : 225
('(交通)', '(時間)')のデータ数 : 225
('(交通)', '(法律)')のデータ数 : 225
('(交通)', '(組織名)')のデータ数 : 225
('(交通)', '(美容)')のデータ数 : 225
('(交通)', '(色)')のデータ数 : 225
('(交通)', '(観光)')のデータ数 : 225
('(交通)', '(音楽)')のデータ数 : 225
('(人)', '(人名)')のデータ数 : 225
('(人)', '(企業名)')のデータ数 : 225
('(人)', '(動植物)')のデータ数 : 225
('(人)', '(化学)')のデータ数 : 225
('(人)', '(医療)')のデータ数 : 225
('(人)', '(単位)')のデータ数 : 225
('(人)', '(商品)')のデータ数 : 225
('(人)', '(国名)')のデータ数 : 225
('(人)', '(地名)')のデータ数 : 225
('(人)', '(地形)')のデータ数 : 225
('(人)', '(娯楽)')のデータ数 : 225
('(人)', '(店)')のデータ数 : 225
('(人)', '(店名)')のデータ数 : 225
('(人)', '(建築)')のデータ数 : 225
('(人)', '(政治)')のデータ数 : 225
('(人)', '(教育)')のデータ数 : 225
('(人)', '(料理)')のデータ数 : 225
('(人)', '(時間)')のデータ数 : 225
('(人)', '(法律)')のデータ数 : 225
('(人)', '(組織名)')のデータ数 : 225
('(人)', '(美容)')のデータ数 : 225
('(人)', '(色)')のデータ数 : 225
('(人)', '(観光)')のデータ数 : 225
('(人)', '(音楽)')のデータ数 : 225
('(人名)', '(企業名)')のデータ数 : 225
('(人名)', '(動植物)')のデータ数 : 225
('(人名)', '(化学)')のデータ数 : 225
('(人名)', '(医療)')のデータ数 : 225
('(人名)', '(単位)')のデータ数 : 225
('(人名)', '(商品)')のデータ数 : 225
('(人名)', '(国名)')のデータ数 : 225
('(人名)', '(地名)')のデータ数 : 225
('(人名)', '(地形)')のデータ数 : 225
('(人名)', '(娯楽)')のデータ数 : 225
('(人名)', '(店)')のデータ数 : 225
('(人名)', '(店名)')のデータ数 : 225
('(人名)', '(建築)')のデータ数 : 225
('(人名)', '(政治)')のデータ数 : 225
('(人名)', '(教育)')のデータ数 : 225
('(人名)', '(料理)')のデータ数 : 225
('(人名)', '(時間)')のデータ数 : 225
('(人名)', '(法律)')のデータ数 : 225
('(人名)', '(組織名)')のデータ数 : 225
('(人名)', '(美容)')のデータ数 : 225
('(人名)', '(色)')のデータ数 : 225
('(人名)', '(観光)')のデータ数 : 225
('(人名)', '(音楽)')のデータ数 : 225
('(企業名)', '(動植物)')のデータ数 : 225
('(企業名)', '(化学)')のデータ数 : 225
('(企業名)', '(医療)')のデータ数 : 225
('(企業名)', '(単位)')のデータ数 : 225
('(企業名)', '(商品)')のデータ数 : 225
('(企業名)', '(国名)')のデータ数 : 225
('(企業名)', '(地名)')のデータ数 : 225
('(企業名)', '(地形)')のデータ数 : 225
('(企業名)', '(娯楽)')のデータ数 : 225
('(企業名)', '(店)')のデータ数 : 225
('(企業名)', '(店名)')のデータ数 : 225
('(企業名)', '(建築)')のデータ数 : 225
('(企業名)', '(政治)')のデータ数 : 225
('(企業名)', '(教育)')のデータ数 : 225
('(企業名)', '(料理)')のデータ数 : 225
('(企業名)', '(時間)')のデータ数 : 225
('(企業名)', '(法律)')のデータ数 : 225
('(企業名)', '(組織名)')のデータ数 : 225
('(企業名)', '(美容)')のデータ数 : 225
('(企業名)', '(色)')のデータ数 : 225
('(企業名)', '(観光)')のデータ数 : 225
('(企業名)', '(音楽)')のデータ数 : 225
('(動植物)', '(化学)')のデータ数 : 225
('(動植物)', '(医療)')のデータ数 : 225
('(動植物)', '(単位)')のデータ数 : 225
('(動植物)', '(商品)')のデータ数 : 225
('(動植物)', '(国名)')のデータ数 : 225
('(動植物)', '(地名)')のデータ数 : 225
('(動植物)', '(地形)')のデータ数 : 225
('(動植物)', '(娯楽)')のデータ数 : 225
('(動植物)', '(店)')のデータ数 : 225
('(動植物)', '(店名)')のデータ数 : 225
('(動植物)', '(建築)')のデータ数 : 225
('(動植物)', '(政治)')のデータ数 : 225
('(動植物)', '(教育)')のデータ数 : 225
('(動植物)', '(料理)')のデータ数 : 225
('(動植物)', '(時間)')のデータ数 : 225
('(動植物)', '(法律)')のデータ数 : 225
('(動植物)', '(組織名)')のデータ数 : 225
('(動植物)', '(美容)')のデータ数 : 225
('(動植物)', '(色)')のデータ数 : 225
('(動植物)', '(観光)')のデータ数 : 225
('(動植物)', '(音楽)')のデータ数 : 225
('(化学)', '(医療)')のデータ数 : 225
('(化学)', '(単位)')のデータ数 : 225
('(化学)', '(商品)')のデータ数 : 225
('(化学)', '(国名)')のデータ数 : 225
('(化学)', '(地名)')のデータ数 : 225
('(化学)', '(地形)')のデータ数 : 225
('(化学)', '(娯楽)')のデータ数 : 225
('(化学)', '(店)')のデータ数 : 225
('(化学)', '(店名)')のデータ数 : 225
('(化学)', '(建築)')のデータ数 : 225
('(化学)', '(政治)')のデータ数 : 225
('(化学)', '(教育)')のデータ数 : 225
('(化学)', '(料理)')のデータ数 : 225
('(化学)', '(時間)')のデータ数 : 225
('(化学)', '(法律)')のデータ数 : 225
('(化学)', '(組織名)')のデータ数 : 225
('(化学)', '(美容)')のデータ数 : 225
('(化学)', '(色)')のデータ数 : 225
('(化学)', '(観光)')のデータ数 : 225
('(化学)', '(音楽)')のデータ数 : 225
('(医療)', '(単位)')のデータ数 : 225
('(医療)', '(商品)')のデータ数 : 225
('(医療)', '(国名)')のデータ数 : 225
('(医療)', '(地名)')のデータ数 : 225
('(医療)', '(地形)')のデータ数 : 225
('(医療)', '(娯楽)')のデータ数 : 225
('(医療)', '(店)')のデータ数 : 225
('(医療)', '(店名)')のデータ数 : 225
('(医療)', '(建築)')のデータ数 : 225
('(医療)', '(政治)')のデータ数 : 225
('(医療)', '(教育)')のデータ数 : 225
('(医療)', '(料理)')のデータ数 : 225
('(医療)', '(時間)')のデータ数 : 225
('(医療)', '(法律)')のデータ数 : 225
('(医療)', '(組織名)')のデータ数 : 225
('(医療)', '(美容)')のデータ数 : 225
('(医療)', '(色)')のデータ数 : 225
('(医療)', '(観光)')のデータ数 : 225
('(医療)', '(音楽)')のデータ数 : 225
('(単位)', '(商品)')のデータ数 : 225
('(単位)', '(国名)')のデータ数 : 225
('(単位)', '(地名)')のデータ数 : 225
('(単位)', '(地形)')のデータ数 : 225
('(単位)', '(娯楽)')のデータ数 : 225
('(単位)', '(店)')のデータ数 : 225
('(単位)', '(店名)')のデータ数 : 225
('(単位)', '(建築)')のデータ数 : 225
('(単位)', '(政治)')のデータ数 : 225
('(単位)', '(教育)')のデータ数 : 225
('(単位)', '(料理)')のデータ数 : 225
('(単位)', '(時間)')のデータ数 : 225
('(単位)', '(法律)')のデータ数 : 225
('(単位)', '(組織名)')のデータ数 : 225
('(単位)', '(美容)')のデータ数 : 225
('(単位)', '(色)')のデータ数 : 225
('(単位)', '(観光)')のデータ数 : 225
('(単位)', '(音楽)')のデータ数 : 225
('(商品)', '(国名)')のデータ数 : 225
('(商品)', '(地名)')のデータ数 : 225
('(商品)', '(地形)')のデータ数 : 225
('(商品)', '(娯楽)')のデータ数 : 225
('(商品)', '(店)')のデータ数 : 225
('(商品)', '(店名)')のデータ数 : 225
('(商品)', '(建築)')のデータ数 : 225
('(商品)', '(政治)')のデータ数 : 225
('(商品)', '(教育)')のデータ数 : 225
('(商品)', '(料理)')のデータ数 : 225
('(商品)', '(時間)')のデータ数 : 225
('(商品)', '(法律)')のデータ数 : 225
('(商品)', '(組織名)')のデータ数 : 225
('(商品)', '(美容)')のデータ数 : 225
('(商品)', '(色)')のデータ数 : 225
('(商品)', '(観光)')のデータ数 : 225
('(商品)', '(音楽)')のデータ数 : 225
('(国名)', '(地名)')のデータ数 : 225
('(国名)', '(地形)')のデータ数 : 225
('(国名)', '(娯楽)')のデータ数 : 225
('(国名)', '(店)')のデータ数 : 225
('(国名)', '(店名)')のデータ数 : 225
('(国名)', '(建築)')のデータ数 : 225
('(国名)', '(政治)')のデータ数 : 225
('(国名)', '(教育)')のデータ数 : 225
('(国名)', '(料理)')のデータ数 : 225
('(国名)', '(時間)')のデータ数 : 225
('(国名)', '(法律)')のデータ数 : 225
('(国名)', '(組織名)')のデータ数 : 225
('(国名)', '(美容)')のデータ数 : 225
('(国名)', '(色)')のデータ数 : 225
('(国名)', '(観光)')のデータ数 : 225
('(国名)', '(音楽)')のデータ数 : 225
('(地名)', '(地形)')のデータ数 : 225
('(地名)', '(娯楽)')のデータ数 : 225
('(地名)', '(店)')のデータ数 : 225
('(地名)', '(店名)')のデータ数 : 225
('(地名)', '(建築)')のデータ数 : 225
('(地名)', '(政治)')のデータ数 : 225
('(地名)', '(教育)')のデータ数 : 225
('(地名)', '(料理)')のデータ数 : 225
('(地名)', '(時間)')のデータ数 : 225
('(地名)', '(法律)')のデータ数 : 225
('(地名)', '(組織名)')のデータ数 : 225
('(地名)', '(美容)')のデータ数 : 225
('(地名)', '(色)')のデータ数 : 225
('(地名)', '(観光)')のデータ数 : 225
('(地名)', '(音楽)')のデータ数 : 225
('(地形)', '(娯楽)')のデータ数 : 225
('(地形)', '(店)')のデータ数 : 225
('(地形)', '(店名)')のデータ数 : 225
('(地形)', '(建築)')のデータ数 : 225
('(地形)', '(政治)')のデータ数 : 225
('(地形)', '(教育)')のデータ数 : 225
('(地形)', '(料理)')のデータ数 : 225
('(地形)', '(時間)')のデータ数 : 225
('(地形)', '(法律)')のデータ数 : 225
('(地形)', '(組織名)')のデータ数 : 225
('(地形)', '(美容)')のデータ数 : 225
('(地形)', '(色)')のデータ数 : 225
('(地形)', '(観光)')のデータ数 : 225
('(地形)', '(音楽)')のデータ数 : 225
('(娯楽)', '(店)')のデータ数 : 225
('(娯楽)', '(店名)')のデータ数 : 225
('(娯楽)', '(建築)')のデータ数 : 225
('(娯楽)', '(政治)')のデータ数 : 225
('(娯楽)', '(教育)')のデータ数 : 225
('(娯楽)', '(料理)')のデータ数 : 225
('(娯楽)', '(時間)')のデータ数 : 225
('(娯楽)', '(法律)')のデータ数 : 225
('(娯楽)', '(組織名)')のデータ数 : 225
('(娯楽)', '(美容)')のデータ数 : 225
('(娯楽)', '(色)')のデータ数 : 225
('(娯楽)', '(観光)')のデータ数 : 225
('(娯楽)', '(音楽)')のデータ数 : 225
('(店)', '(店名)')のデータ数 : 225
('(店)', '(建築)')のデータ数 : 225
('(店)', '(政治)')のデータ数 : 225
('(店)', '(教育)')のデータ数 : 225
('(店)', '(料理)')のデータ数 : 225
('(店)', '(時間)')のデータ数 : 225
('(店)', '(法律)')のデータ数 : 225
('(店)', '(組織名)')のデータ数 : 225
('(店)', '(美容)')のデータ数 : 225
('(店)', '(色)')のデータ数 : 225
('(店)', '(観光)')のデータ数 : 225
('(店)', '(音楽)')のデータ数 : 225
('(店名)', '(建築)')のデータ数 : 225
('(店名)', '(政治)')のデータ数 : 225
('(店名)', '(教育)')のデータ数 : 225
('(店名)', '(料理)')のデータ数 : 225
('(店名)', '(時間)')のデータ数 : 225
('(店名)', '(法律)')のデータ数 : 225
('(店名)', '(組織名)')のデータ数 : 225
('(店名)', '(美容)')のデータ数 : 225
('(店名)', '(色)')のデータ数 : 225
('(店名)', '(観光)')のデータ数 : 225
('(店名)', '(音楽)')のデータ数 : 225
('(建築)', '(政治)')のデータ数 : 225
('(建築)', '(教育)')のデータ数 : 225
('(建築)', '(料理)')のデータ数 : 225
('(建築)', '(時間)')のデータ数 : 225
('(建築)', '(法律)')のデータ数 : 225
('(建築)', '(組織名)')のデータ数 : 225
('(建築)', '(美容)')のデータ数 : 225
('(建築)', '(色)')のデータ数 : 225
('(建築)', '(観光)')のデータ数 : 225
('(建築)', '(音楽)')のデータ数 : 225
('(政治)', '(教育)')のデータ数 : 225
('(政治)', '(料理)')のデータ数 : 225
('(政治)', '(時間)')のデータ数 : 225
('(政治)', '(法律)')のデータ数 : 225
('(政治)', '(組織名)')のデータ数 : 225
('(政治)', '(美容)')のデータ数 : 225
('(政治)', '(色)')のデータ数 : 225
('(政治)', '(観光)')のデータ数 : 225
('(政治)', '(音楽)')のデータ数 : 225
('(教育)', '(料理)')のデータ数 : 225
('(教育)', '(時間)')のデータ数 : 225
('(教育)', '(法律)')のデータ数 : 225
('(教育)', '(組織名)')のデータ数 : 225
('(教育)', '(美容)')のデータ数 : 225
('(教育)', '(色)')のデータ数 : 225
('(教育)', '(観光)')のデータ数 : 225
('(教育)', '(音楽)')のデータ数 : 225
('(料理)', '(時間)')のデータ数 : 225
('(料理)', '(法律)')のデータ数 : 225
('(料理)', '(組織名)')のデータ数 : 225
('(料理)', '(美容)')のデータ数 : 225
('(料理)', '(色)')のデータ数 : 225
('(料理)', '(観光)')のデータ数 : 225
('(料理)', '(音楽)')のデータ数 : 225
('(時間)', '(法律)')のデータ数 : 225
('(時間)', '(組織名)')のデータ数 : 225
('(時間)', '(美容)')のデータ数 : 225
('(時間)', '(色)')のデータ数 : 225
('(時間)', '(観光)')のデータ数 : 225
('(時間)', '(音楽)')のデータ数 : 225
('(法律)', '(組織名)')のデータ数 : 225
('(法律)', '(美容)')のデータ数 : 225
('(法律)', '(色)')のデータ数 : 225
('(法律)', '(観光)')のデータ数 : 225
('(法律)', '(音楽)')のデータ数 : 225
('(組織名)', '(美容)')のデータ数 : 225
('(組織名)', '(色)')のデータ数 : 225
('(組織名)', '(観光)')のデータ数 : 225
('(組織名)', '(音楽)')のデータ数 : 225
('(美容)', '(色)')のデータ数 : 225
('(美容)', '(観光)')のデータ数 : 225
('(美容)', '(音楽)')のデータ数 : 225
('(色)', '(観光)')のデータ数 : 225
